Item_Identifier,Storeid,Sales
FDV56,OUT035,1940.0
FDT59,OUT046,3644.0
FDB23,OUT046,3612.0
FDR49,OUT045,672.0
FDB03,OUT010,1912.0
FDN39,OUT045,2608.0
FDX02,OUT027,4988.0
FDQ16,OUT027,3196.0
FDU35,OUT018,1344.0
NCT29,OUT013,1968.0
FDZ27,OUT046,808.0
FDN57,OUT017,2332.0
FDA03,OUT018,2112.0
FDZ36,OUT045,2896.0
NCU05,OUT013,1336.0
FDT39,OUT018,2192.0
FDK60,OUT017,1700.0
FDZ25,OUT017,2844.0
FDG12,OUT046,2012.0
DRB01,OUT019,1128.0
NCC43,OUT027,5372.0
FDX13,OUT019,2044.0
FDM22,OUT049,1024.0
FDJ03,OUT027,2308.0
FDU14,OUT018,3696.0
FDB33,OUT010,648.0
FDP27,OUT046,2980.0
FDO38,OUT010,-656.0
FDE28,OUT027,5148.0
FDO27,OUT035,1668.0
DRL23,OUT027,3184.0
FDS28,OUT046,944.0
FDX24,OUT013,1552.0
FDZ02,OUT035,1732.0
FDL46,OUT045,1800.0
FDS60,OUT027,4304.0
NCO06,OUT017,620.0
FDO16,OUT035,1508.0
FDC60,OUT049,1528.0
FDA48,OUT018,3208.0
FDZ36,OUT027,4452.0
FDK27,OUT045,1864.0
FDW23,OUT018,384.0
FDM14,OUT018,1528.0
FDM14,OUT013,1800.0
FDW60,OUT018,2616.0
FDE21,OUT013,1920.0
NCM42,OUT035,1864.0
FDY59,OUT010,-368.0
DRI49,OUT049,1368.0
FDT28,OUT019,516.0
FDQ22,OUT018,424.0
FDR60,OUT049,1320.0
FDC50,OUT019,-396.0
FDV24,OUT013,2456.0
DRF48,OUT010,1064.0
FDQ47,OUT046,612.0
DRN36,OUT049,1664.0
NCY06,OUT035,2156.0
FDE52,OUT035,1636.0
NCB54,OUT045,1920.0
NCF31,OUT035,2528.0
FDJ08,OUT027,4444.0
NCC07,OUT017,1780.0
NCD19,OUT027,2352.0
FDL46,OUT049,2008.0
FDM20,OUT045,3816.0
NCI06,OUT010,936.0
DRM11,OUT035,4204.0
NCH07,OUT018,2216.0
FDS23,OUT013,2080.0
FDO49,OUT018,608.0
FDS35,OUT049,1152.0
DRK39,OUT045,1256.0
DRI39,OUT049,1036.0
FDV04,OUT017,2612.0
NCN14,OUT035,2992.0
FDH08,OUT013,3696.0
FDS20,OUT046,2888.0
FDV40,OUT049,1352.0
FDZ48,OUT010,-128.0
FDS24,OUT027,2916.0
FDK44,OUT049,2848.0
FDS48,OUT045,2328.0
FDK26,OUT010,1120.0
FDD23,OUT045,2952.0
NCH54,OUT017,2620.0
NCP14,OUT010,-248.0
FDM60,OUT010,-1184.0
FDV24,OUT017,2492.0
FDH08,OUT018,3360.0
FDS12,OUT027,3456.0
FDR39,OUT027,4324.0
FDP12,OUT027,2124.0
DRF60,OUT027,5192.0
FDC09,OUT035,1836.0
FDF50,OUT018,2880.0
FDG28,OUT035,4036.0
NCE19,OUT017,964.0
NCM53,OUT010,-184.0
NCN18,OUT049,1836.0
FDF32,OUT035,3292.0
FDF11,OUT013,3880.0
DRI59,OUT049,3656.0
NCG54,OUT035,2788.0
FDM44,OUT046,1624.0
FDT57,OUT018,3480.0
FDV24,OUT046,2384.0
FDI50,OUT019,1776.0
FDS09,OUT035,1012.0
NCC31,OUT027,3896.0
FDQ07,OUT019,1604.0
FDC22,OUT017,3148.0
FDZ56,OUT046,2684.0
FDZ40,OUT019,-988.0
FDS46,OUT027,3404.0
DRD24,OUT045,2156.0
FDV45,OUT017,3092.0
FDL26,OUT045,2400.0
FDA56,OUT018,1720.0
FDN27,OUT046,1900.0
FDM20,OUT049,3976.0
FDO16,OUT017,1444.0
FDL03,OUT035,3292.0
FDE58,OUT046,1884.0
FDI02,OUT027,3284.0
NCC55,OUT019,-1240.0
FDR03,OUT018,3064.0
FDB14,OUT017,1620.0
FDR45,OUT013,3856.0
NCN07,OUT017,2148.0
FDM51,OUT019,-172.0
FDT52,OUT027,5364.0
FDL26,OUT046,2444.0
NCZ42,OUT046,3744.0
DRI47,OUT019,440.0
FDW40,OUT013,2320.0
FDN34,OUT046,2728.0
FDS01,OUT035,2972.0
NCG55,OUT045,1768.0
FDC11,OUT035,1524.0
FDX35,OUT018,3352.0
NCB06,OUT046,2504.0
FDR09,OUT019,2200.0
FDC53,OUT017,1660.0
FDY45,OUT013,4088.0
FDA22,OUT010,768.0
FDE02,OUT035,1644.0
FDW21,OUT045,1608.0
FDV34,OUT046,1240.0
FDS59,OUT049,1896.0
NCW17,OUT017,2120.0
NCK54,OUT046,1888.0
FDG17,OUT019,2020.0
FDG35,OUT017,2908.0
FDD08,OUT010,-1256.0
NCO07,OUT017,3412.0
FDJ10,OUT010,368.0
FDW36,OUT017,1764.0
FDW21,OUT010,-240.0
FDY19,OUT017,1988.0
DRE03,OUT013,832.0
NCC55,OUT049,724.0
FDH52,OUT010,-808.0
FDO09,OUT017,4292.0
FDU43,OUT045,3752.0
FDX09,OUT010,864.0
FDH40,OUT019,-512.0
FDW58,OUT017,1796.0
FDC47,OUT017,3660.0
NCR41,OUT035,1652.0
DRG49,OUT035,3972.0
FDC52,OUT027,3940.0
FDY13,OUT046,1208.0
FDY35,OUT013,840.0
FDI35,OUT017,2980.0
NCU18,OUT049,2320.0
FDY33,OUT018,2296.0
FDC15,OUT027,3928.0
FDU01,OUT049,3120.0
NCU42,OUT046,2664.0
NCV29,OUT018,2544.0
NCY30,OUT017,2976.0
FDQ46,OUT049,1880.0
FDG58,OUT027,3940.0
FDK33,OUT017,3476.0
NCD07,OUT045,1760.0
NCX29,OUT027,3716.0
NCT42,OUT013,2384.0
DRN59,OUT035,900.0
FDI44,OUT035,1404.0
FDA45,OUT049,2904.0
FDP31,OUT045,1016.0
FDY01,OUT046,1840.0
FDT09,OUT018,1920.0
DRH03,OUT027,2988.0
FDA36,OUT018,2712.0
NCF31,OUT017,2500.0
FDG14,OUT049,2552.0
FDG28,OUT027,5388.0
FDU14,OUT049,4056.0
FDY47,OUT019,252.0
FDI56,OUT049,1536.0
DRD01,OUT013,1008.0
FDM22,OUT046,944.0
FDH33,OUT013,736.0
DRZ24,OUT013,1936.0
NCQ38,OUT046,1664.0
FDO16,OUT027,2828.0
FDU07,OUT027,3828.0
NCB07,OUT013,3096.0
FDU48,OUT045,2032.0
NCM43,OUT045,2524.0
FDR31,OUT010,440.0
DRK49,OUT018,432.0
NCI30,OUT010,1928.0
DRD60,OUT017,2960.0
NCG19,OUT046,3656.0
FDH12,OUT035,1804.0
FDM32,OUT035,1636.0
FDM27,OUT035,2628.0
NCU53,OUT027,4064.0
NCQ18,OUT046,1528.0
FDS10,OUT013,2896.0
FDB33,OUT027,3972.0
FDI12,OUT013,1464.0
NCW42,OUT013,3520.0
NCC06,OUT018,1776.0
FDW02,OUT017,2156.0
NCD43,OUT017,1752.0
FDM57,OUT018,1120.0
FDA58,OUT017,3828.0
FDK56,OUT046,2908.0
FDP52,OUT045,3616.0
FDW20,OUT018,1744.0
FDS52,OUT049,1720.0
NCT29,OUT018,1624.0
NCL54,OUT013,2832.0
FDC05,OUT045,3088.0
FDF34,OUT035,3300.0
FDP03,OUT027,3484.0
FDD32,OUT010,-496.0
FDZ10,OUT045,1968.0
FDZ40,OUT035,1028.0
FDD51,OUT018,464.0
NCY30,OUT019,952.0
FDP58,OUT017,3516.0
FDV49,OUT017,4268.0
FDY24,OUT019,-1008.0
NCO55,OUT017,1772.0
FDR13,OUT017,2004.0
FDS51,OUT017,1124.0
FDP26,OUT045,1584.0
NCB54,OUT027,3492.0
FDF32,OUT017,3220.0
FDN31,OUT018,2728.0
DRM48,OUT017,680.0
FDN20,OUT049,2800.0
DRL01,OUT046,3704.0
FDV56,OUT049,1880.0
DRH13,OUT027,3184.0
FDA03,OUT017,2468.0
FDF47,OUT027,4988.0
FDX32,OUT046,2356.0
FDX57,OUT049,1704.0
NCA30,OUT045,2896.0
FDO49,OUT013,920.0
FDL04,OUT019,-220.0
DRM48,OUT035,740.0
FDR16,OUT013,3424.0
NCC19,OUT018,2752.0
NCE42,OUT045,3632.0
FDY24,OUT017,1020.0
FDH19,OUT049,2888.0
FDJ46,OUT013,2808.0
FDN45,OUT010,1616.0
FDY08,OUT035,2364.0
FDZ37,OUT035,1596.0
NCT30,OUT045,668.0
DRY23,OUT018,464.0
NCZ30,OUT018,1664.0
FDC44,OUT018,1528.0
FDB45,OUT035,1828.0
FDY04,OUT013,2688.0
FDM27,OUT046,2528.0
FDZ43,OUT017,3940.0
FDT39,OUT019,572.0
NCC06,OUT019,128.0
FDL15,OUT027,3904.0
FDL57,OUT017,4196.0
FDU08,OUT046,1588.0
FDK40,OUT017,4276.0
FDQ12,OUT010,1728.0
FDS48,OUT017,2516.0
FDP09,OUT045,3280.0
FDW21,OUT049,1752.0
FDY25,OUT035,3020.0
DRE13,OUT017,1468.0
FDV43,OUT019,-1176.0
FDD22,OUT045,1696.0
FDM46,OUT019,-452.0
NCO30,OUT010,1032.0
FDM25,OUT046,2784.0
NCN41,OUT049,2032.0
FDU24,OUT045,1448.0
FDZ50,OUT046,2936.0
FDP45,OUT013,4064.0
NCM54,OUT045,1912.0
FDW10,OUT019,908.0
FDP20,OUT017,2148.0
FDK32,OUT046,2444.0
FDN52,OUT049,1528.0
FDM58,OUT045,1752.0
FDZ46,OUT027,3232.0
NCA18,OUT018,1584.0
FDD35,OUT046,1956.0
NCK31,OUT035,932.0
FDI40,OUT027,3092.0
FDT50,OUT019,-296.0
NCT06,OUT046,2584.0
FDT31,OUT035,3124.0
FDT45,OUT049,984.0
FDT13,OUT045,2904.0
FDO50,OUT045,1392.0
NCU18,OUT010,312.0
NCR54,OUT049,3152.0
NCO18,OUT018,2544.0
FDU09,OUT045,888.0
FDT13,OUT018,2728.0
FDE09,OUT046,1796.0
NCK53,OUT019,-272.0
FDG45,OUT049,3456.0
DRH15,OUT035,860.0
FDO21,OUT019,1724.0
FDD14,OUT027,4344.0
FDC09,OUT046,1692.0
FDH45,OUT027,2212.0
FDV32,OUT046,1040.0
FDG12,OUT035,2108.0
FDS32,OUT013,2336.0
NCL55,OUT018,3680.0
DRE01,OUT035,3928.0
DRE15,OUT049,1356.0
NCL42,OUT045,3800.0
FDP31,OUT013,1112.0
FDN33,OUT018,1272.0
FDZ59,OUT046,2628.0
FDE45,OUT010,936.0
FDJ07,OUT013,1952.0
FDQ45,OUT018,2728.0
FDM33,OUT027,4920.0
FDO15,OUT010,-608.0
FDM46,OUT013,1496.0
FDR03,OUT045,3240.0
FDY49,OUT018,2440.0
FDQ60,OUT045,1840.0
FDW10,OUT049,2896.0
FDO51,OUT049,896.0
FDJ40,OUT018,1536.0
FDS20,OUT018,2632.0
FDU45,OUT013,1896.0
FDV02,OUT035,2828.0
FDN09,OUT046,3824.0
NCM55,OUT027,4388.0
FDN23,OUT018,2080.0
FDY31,OUT010,408.0
FDW03,OUT010,-144.0
FDD14,OUT046,2860.0
FDV23,OUT017,2092.0
DRI03,OUT045,2712.0
FDN13,OUT035,1700.0
FDF45,OUT027,2508.0
FDU46,OUT035,1604.0
FDB57,OUT049,3672.0
FDV12,OUT049,1744.0
FDQ58,OUT013,2472.0
NCA18,OUT017,1920.0
FDH52,OUT049,1152.0
FDM24,OUT018,2168.0
NCP43,OUT027,4312.0
NCO18,OUT019,896.0
FDM32,OUT017,1588.0
NCL07,OUT017,720.0
FDK03,OUT013,4072.0
FDP59,OUT017,1780.0
FDQ24,OUT049,4048.0
FDQ16,OUT018,1504.0
FDU44,OUT013,2640.0
FDH28,OUT010,-1232.0
FDV28,OUT019,-1276.0
FDM22,OUT045,864.0
FDR56,OUT046,3120.0
FDV39,OUT049,3240.0
FDU37,OUT019,-556.0
FDQ11,OUT010,2160.0
FDX02,OUT045,3456.0
NCS42,OUT018,1200.0
FDY57,OUT027,3012.0
FDB21,OUT049,3888.0
FDE28,OUT017,3748.0
FDQ55,OUT017,1964.0
FDA48,OUT049,3600.0
FDZ19,OUT045,2672.0
NCC43,OUT045,3860.0
NCV18,OUT046,1264.0
NCA42,OUT018,2256.0
FDY45,OUT046,4052.0
NCC30,OUT045,2740.0
FDM57,OUT013,1464.0
FDL09,OUT010,752.0
FDB09,OUT027,3452.0
FDT44,OUT035,2028.0
NCT06,OUT027,4052.0
FDX26,OUT049,3000.0
FDK32,OUT013,2528.0
DRA12,OUT046,2272.0
FDO46,OUT010,1152.0
FDE52,OUT013,1504.0
NCH42,OUT045,3528.0
FDV08,OUT035,860.0
FDB47,OUT018,3064.0
FDC28,OUT010,-112.0
FDD22,OUT046,1796.0
FDS07,OUT027,3300.0
DRI13,OUT045,3356.0
FDG32,OUT018,3232.0
FDU14,OUT017,4052.0
FDD28,OUT019,-896.0
NCP41,OUT017,1832.0
FDS08,OUT049,2864.0
FDX47,OUT045,2464.0
FDC53,OUT019,-248.0
FDQ19,OUT035,3996.0
FDL14,OUT045,2424.0
FDM33,OUT019,1604.0
FDA51,OUT045,1744.0
FDZ27,OUT018,568.0
FDT04,OUT046,680.0
DRC13,OUT049,2140.0
FDR16,OUT027,4884.0
FDQ03,OUT027,5236.0
FDE38,OUT035,2796.0
DRH23,OUT027,2356.0
FDT11,OUT019,1140.0
FDD09,OUT035,2996.0
FDR40,OUT045,1304.0
FDX07,OUT017,3076.0
FDR07,OUT035,1692.0
FDA51,OUT017,1932.0
FDT59,OUT019,1776.0
FDF20,OUT017,3188.0
FDR13,OUT045,1808.0
FDY26,OUT049,3480.0
FDW04,OUT017,2212.0
FDK52,OUT017,3676.0
FDN60,OUT049,2584.0
FDM09,OUT019,848.0
FDP46,OUT049,1528.0
FDB50,OUT019,-652.0
NCQ29,OUT049,4136.0
FDP16,OUT027,5340.0
FDX33,OUT018,2328.0
FDP07,OUT010,1176.0
FDN22,OUT046,3980.0
FDF39,OUT049,4280.0
FDS21,OUT017,1148.0
NCM42,OUT013,1744.0
FDK50,OUT019,732.0
DRF13,OUT027,3800.0
FDH35,OUT018,2352.0
FDP60,OUT018,1368.0
DRJ49,OUT027,3548.0
NCT42,OUT019,464.0
FDE38,OUT049,2760.0
FDI04,OUT049,3280.0
NCH54,OUT045,2392.0
FDT56,OUT049,1088.0
DRD15,OUT018,3392.0
FDV58,OUT013,3104.0
FDP21,OUT049,3104.0
FDH05,OUT013,3752.0
FDR10,OUT027,4044.0
NCP06,OUT045,2280.0
FDF33,OUT049,1816.0
DRK37,OUT013,3024.0
DRH49,OUT045,1292.0
FDT58,OUT013,2688.0
FDD41,OUT018,1448.0
FDP40,OUT018,1552.0
FDM51,OUT027,3148.0
FDO45,OUT010,-448.0
FDW33,OUT010,-216.0
FDY24,OUT045,832.0
FDB10,OUT010,1856.0
FDM40,OUT035,2364.0
NCI06,OUT017,2932.0
FDW12,OUT019,456.0
FDX48,OUT027,3972.0
NCW05,OUT027,3124.0
FDX27,OUT017,1660.0
DRM37,OUT045,3040.0
FDA38,OUT045,3736.0
FDR36,OUT046,680.0
FDZ45,OUT046,3132.0
FDG05,OUT017,2652.0
FDK28,OUT013,4112.0
FDV47,OUT045,1312.0
FDN21,OUT045,2472.0
FDP20,OUT027,3500.0
FDI35,OUT045,2808.0
DRY23,OUT013,784.0
FDA56,OUT017,2068.0
FDB09,OUT013,2016.0
NCO26,OUT027,3300.0
FDQ49,OUT018,2280.0
FDI52,OUT027,3408.0
FDZ44,OUT027,3340.0
FDZ09,OUT018,2336.0
FDY03,OUT049,1944.0
NCG42,OUT017,2152.0
DRI13,OUT027,4908.0
FDQ32,OUT013,2104.0
FDW16,OUT035,1652.0
FDU27,OUT046,788.0
FDR28,OUT010,744.0
FDQ49,OUT010,672.0
FDS37,OUT046,1852.0
FDW26,OUT018,3248.0
FDX12,OUT018,3616.0
NCP06,OUT013,2424.0
FDW45,OUT010,424.0
NCN30,OUT049,1608.0
FDN24,OUT049,960.0
NCL41,OUT027,1996.0
FDR02,OUT019,-112.0
FDD09,OUT010,992.0
FDS33,OUT010,-496.0
FDU22,OUT045,1824.0
FDI53,OUT013,2648.0
DRH01,OUT049,2864.0
FDX32,OUT013,2360.0
NCP30,OUT018,400.0
FDB60,OUT045,3024.0
FDB14,OUT049,1640.0
NCP02,OUT035,1056.0
FDJ10,OUT017,2340.0
FDG34,OUT046,1812.0
NCB18,OUT017,1488.0
FDM16,OUT049,1352.0
FDW25,OUT018,1104.0
FDB35,OUT010,-392.0
DRN11,OUT013,2280.0
FDF41,OUT019,1984.0
FDH16,OUT045,1344.0
NCQ50,OUT018,3096.0
DRH23,OUT018,640.0
DRJ37,OUT013,2448.0
DRJ24,OUT027,4356.0
FDY16,OUT035,3084.0
FDQ27,OUT045,1656.0
FDZ33,OUT045,2272.0
FDF29,OUT045,2072.0
FDA08,OUT049,2736.0
FDG31,OUT046,1064.0
FDE34,OUT019,988.0
NCR30,OUT027,2632.0
FDV33,OUT035,4252.0
DRZ24,OUT018,1648.0
NCL54,OUT035,2868.0
FDR12,OUT049,2888.0
NCC54,OUT046,3760.0
DRN59,OUT013,800.0
FDX50,OUT019,-124.0
FDV31,OUT027,4276.0
NCA29,OUT027,4180.0
FDW60,OUT049,2952.0
FDX08,OUT017,2988.0
DRD49,OUT013,3728.0
FDD33,OUT046,3632.0
FDW35,OUT013,768.0
FDJ36,OUT017,1764.0
FDV51,OUT035,2780.0
FDW36,OUT046,1696.0
FDH35,OUT046,2620.0
NCS30,OUT027,3508.0
FDN49,OUT017,764.0
FDL08,OUT018,3632.0
FDI09,OUT013,3864.0
FDP19,OUT018,1784.0
FDU21,OUT010,-1304.0
NCP41,OUT045,1632.0
FDY10,OUT013,1856.0
FDP12,OUT018,408.0
NCN26,OUT049,1948.0
FDK44,OUT013,2800.0
FDC28,OUT049,1856.0
FDJ41,OUT027,5612.0
NCT29,OUT035,2076.0
NCH42,OUT019,1696.0
FDU60,OUT018,2448.0
FDS02,OUT045,3000.0
FDC51,OUT046,2016.0
FDU03,OUT013,2976.0
FDX39,OUT045,3312.0
NCY05,OUT010,-1304.0
NCL06,OUT027,5524.0
FDD32,OUT035,1484.0
NCN41,OUT045,1856.0
NCX53,OUT049,2344.0
FDU57,OUT019,516.0
FDQ23,OUT046,1664.0
FDQ52,OUT045,3832.0
FDC14,OUT045,648.0
FDY09,OUT035,2948.0
FDQ28,OUT045,2448.0
FDV25,OUT046,3484.0
FDJ07,OUT035,2012.0
DRB25,OUT049,1784.0
FDK52,OUT019,1676.0
FDY52,OUT027,2512.0
FDB28,OUT046,3104.0
FDT36,OUT035,740.0
FDV25,OUT017,3604.0
NCN07,OUT027,3520.0
FDC57,OUT017,3196.0
FDQ03,OUT018,3520.0
FDU23,OUT017,2764.0
NCX41,OUT035,3484.0
NCD06,OUT035,868.0
FDW08,OUT045,1616.0
NCU29,OUT017,2376.0
NCE06,OUT013,2552.0
FDV52,OUT010,0.0
FDB02,OUT017,2948.0
NCR18,OUT045,628.0
FDK16,OUT049,1600.0
NCQ29,OUT010,2128.0
FDZ01,OUT019,-160.0
FDW27,OUT035,2644.0
FDD17,OUT018,3504.0
FDW39,OUT013,2912.0
DRH59,OUT045,1096.0
FDS52,OUT013,1688.0
FDU40,OUT027,4556.0
NCF54,OUT013,2776.0
FDH46,OUT045,1616.0
NCP14,OUT049,1712.0
FDH50,OUT049,3056.0
DRF15,OUT010,552.0
FDV27,OUT027,2916.0
NCJ06,OUT049,2000.0
FDN02,OUT018,2984.0
FDQ51,OUT049,936.0
FDQ07,OUT017,3644.0
FDS45,OUT049,1832.0
NCJ06,OUT045,1840.0
FDD36,OUT035,2020.0
FDY25,OUT045,2832.0
FDU52,OUT046,2448.0
DRK47,OUT017,3664.0
NCL30,OUT017,2124.0
FDN22,OUT035,4132.0
NCF30,OUT027,3424.0
FDK03,OUT035,4212.0
FDT45,OUT017,1012.0
NCC54,OUT027,5200.0
FDP08,OUT018,2864.0
FDU44,OUT046,2624.0
DRG39,OUT035,1004.0
FDU32,OUT049,2064.0
FDY27,OUT049,2936.0
NCP54,OUT013,1992.0
NCZ41,OUT049,2100.0
DRL49,OUT013,2320.0
FDI05,OUT018,1000.0
FDY56,OUT045,3536.0
DRC13,OUT013,2088.0
NCV29,OUT017,2924.0
FDR24,OUT049,1576.0
FDZ34,OUT018,2768.0
FDP37,OUT035,2124.0
FDX08,OUT027,4332.0
FDS57,OUT045,2168.0
NCG18,OUT049,1728.0
FDK25,OUT018,2432.0
FDH53,OUT049,1480.0
DRI59,OUT018,3264.0
FDA52,OUT046,2824.0
FDT20,OUT010,-1248.0
FDE36,OUT019,748.0
FDI24,OUT017,2852.0
FDB28,OUT018,2880.0
FDV11,OUT017,2932.0
FDP01,OUT046,2484.0
FDD34,OUT027,4040.0
FDJ50,OUT027,2332.0
FDZ44,OUT013,1944.0
DRO59,OUT035,1356.0
DRB48,OUT045,632.0
FDR21,OUT018,2520.0
NCE42,OUT010,1816.0
FDO23,OUT046,1472.0
NCE30,OUT018,3064.0
FDQ22,OUT035,788.0
FDY01,OUT045,1776.0
FDS08,OUT017,2908.0
FDG28,OUT018,3688.0
FDQ51,OUT018,608.0
FDB05,OUT017,4012.0
FDO56,OUT049,2008.0
FDE02,OUT018,1200.0
FDN45,OUT017,3604.0
FDS09,OUT013,888.0
NCA54,OUT018,2600.0
FDP09,OUT010,1472.0
FDC53,OUT045,1520.0
NCM55,OUT017,3020.0
FDL09,OUT018,2448.0
FDA11,OUT019,-380.0
FDA50,OUT045,1432.0
FDC23,OUT017,2948.0
FDE22,OUT049,2624.0
FDD23,OUT046,2996.0
NCA29,OUT049,2816.0
FDK38,OUT046,2332.0
DRC13,OUT046,1984.0
NCP43,OUT049,2920.0
FDX28,OUT049,1696.0
FDF08,OUT049,1592.0
FDZ33,OUT046,2352.0
FDD10,OUT049,2984.0
FDO58,OUT017,2684.0
FDI50,OUT017,3780.0
FDO58,OUT045,2560.0
FDX08,OUT013,2920.0
NCK17,OUT010,-1224.0
FDF39,OUT035,4324.0
FDU45,OUT010,-48.0
NCJ18,OUT018,1560.0
DRC27,OUT019,1984.0
DRC25,OUT035,1500.0
FDU59,OUT035,2668.0
FDU28,OUT035,3172.0
NCP30,OUT046,664.0
FDB39,OUT018,656.0
FDE41,OUT013,1488.0
DRH11,OUT010,-1000.0
FDA58,OUT045,3640.0
FDU50,OUT046,1876.0
FDM34,OUT013,2112.0
FDM44,OUT027,3104.0
FDR39,OUT045,2832.0
FDM25,OUT045,2744.0
FDQ49,OUT049,2640.0
DRH25,OUT018,616.0
FDM09,OUT027,4204.0
FDL44,OUT019,704.0
NCR42,OUT018,272.0
DRL59,OUT046,864.0
FDX43,OUT013,2712.0
DRK47,OUT010,1664.0
FDU48,OUT018,1848.0
FDY12,OUT045,776.0
NCN43,OUT018,1688.0
NCM55,OUT018,2632.0
FDQ21,OUT027,3448.0
FDX13,OUT035,4092.0
NCK30,OUT027,5428.0
FDG20,OUT049,2904.0
DRG27,OUT017,744.0
FDY14,OUT018,3896.0
FDP59,OUT035,1828.0
FDU60,OUT017,2828.0
NCC18,OUT019,760.0
DRJ39,OUT017,3540.0
FDS07,OUT049,1912.0
FDM08,OUT027,5020.0
FDP51,OUT045,1880.0
FDU16,OUT035,1516.0
FDH12,OUT013,1744.0
DRE48,OUT010,1224.0
NCL42,OUT027,5296.0
FDR21,OUT045,2736.0
NCW29,OUT035,2208.0
FDO11,OUT013,4040.0
NCM31,OUT049,2312.0
FDV35,OUT019,552.0
FDF58,OUT017,1124.0
NCE43,OUT049,2736.0
FDA02,OUT035,2476.0
DRL37,OUT010,-1152.0
FDR24,OUT018,1256.0
FDW59,OUT049,1456.0
FDS22,OUT049,904.0
FDW24,OUT017,916.0
FDU24,OUT035,1684.0
FDA21,OUT027,4432.0
FDH58,OUT027,3348.0
FDW36,OUT018,1408.0
FDI45,OUT027,4212.0
FDU01,OUT018,2752.0
FDF35,OUT027,3184.0
FDU43,OUT019,1916.0
FDE24,OUT019,388.0
FDK50,OUT049,2696.0
FDG31,OUT045,960.0
FDC60,OUT045,1392.0
FDL36,OUT013,1496.0
FDP21,OUT013,3088.0
FDW16,OUT045,1432.0
FDX02,OUT017,3644.0
FDQ58,OUT027,3936.0
FDT51,OUT046,1816.0
FDD59,OUT049,1424.0
NCM42,OUT018,1464.0
FDA57,OUT018,432.0
FDZ48,OUT035,1924.0
FDE46,OUT045,2360.0
NCZ30,OUT019,32.0
FDB56,OUT017,3116.0
FDA25,OUT027,3188.0
FDD20,OUT013,2064.0
FDL25,OUT013,1552.0
NCO18,OUT049,2884.0
FDJ45,OUT017,684.0
FDR12,OUT035,2884.0
NCF19,OUT010,-1128.0
FDK25,OUT046,2640.0
NCR17,OUT046,1800.0
FDC52,OUT046,2464.0
NCA54,OUT017,2948.0
FDR45,OUT010,1904.0
NCM19,OUT049,1896.0
FDF39,OUT027,5676.0
FDX23,OUT049,1656.0
FDD58,OUT027,3056.0
FDX28,OUT013,1656.0
NCD31,OUT013,2616.0
FDU57,OUT018,2168.0
FDI27,OUT046,800.0
NCM42,OUT046,1696.0
FDD32,OUT027,2828.0
FDI34,OUT013,3696.0
NCM29,OUT049,2152.0
FDG46,OUT018,1592.0
DRC01,OUT010,-1032.0
