Item_Identifier,Storeid,Sales
FDT28,OUT019,346.8972837209304
FDQ22,OUT018,507.04640366972507
FDR60,OUT049,1202.656733333334
FDC50,OUT019,219.21852093023247
FDV24,OUT013,2503.501336448598
DRF48,OUT010,482.6995426229509
FDQ47,OUT046,583.8145788617885
DRN36,OUT049,1573.0706258064513
NCY06,OUT035,1987.2510486486474
FDE52,OUT035,1435.912134375
NCB54,OUT045,1827.832845454545
NCF31,OUT035,2286.4132673684203
FDJ08,OUT027,5329.314724444445
NCC07,OUT017,1682.2122382352943
NCD19,OUT027,1378.2631852760744
FDL46,OUT049,1987.2510486486474
FDM20,OUT045,4340.218358415842
NCI06,OUT010,425.93559145299156
DRM11,OUT035,4433.304032653063
NCH07,OUT018,2232.84702184874
FDS23,OUT013,2142.7435709401716
FDO49,OUT018,713.8586545454546
FDS35,OUT049,1103.1862133333334
DRK39,OUT045,1435.912134375
DRI39,OUT049,796.6402682539685
FDV04,OUT017,2503.501336448598
NCN14,OUT035,3384.1080642424213
FDH08,OUT013,3643.5197259842516
FDS20,OUT046,3384.1080642424213
FDV40,OUT049,1103.1862133333334
FDZ48,OUT010,281.48208181818165
FDS24,OUT027,2517.882088484849
FDK44,OUT049,2552.005235185187
FDS48,OUT045,3053.0998777777772
FDK26,OUT010,482.6995426229509
FDD23,OUT045,3391.591252727272
NCH54,OUT017,2644.477842708334
NCP14,OUT010,219.21852093023247
FDM60,OUT010,92.67548155339806
FDV24,OUT017,2503.501336448598
FDH08,OUT018,3327.9525829268287
FDS12,OUT027,3242.0620715328478
FDR39,OUT027,5329.314724444445
FDP12,OUT027,1378.2631852760744
DRF60,OUT027,6280.890879999997
FDC09,OUT035,1682.2122382352943
FDF50,OUT018,2893.8398258992806
FDG28,OUT035,4340.218358415842
NCE19,OUT017,935.0323883040937
NCM53,OUT010,281.48208181818165
NCN18,OUT049,1879.257011612902
FDF32,OUT035,3130.004904950496
FDF11,OUT013,3945.4325672131167
DRI59,OUT049,4340.218358415842
NCG54,OUT035,2644.477842708334
FDM44,OUT046,1573.0706258064513
FDT57,OUT018,3327.9525829268287
FDV24,OUT046,2503.501336448598
FDI50,OUT019,584.7577647727271
FDS09,OUT035,713.8586545454546
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,584.7577647727271
FDC22,OUT017,3391.591252727272
FDZ56,OUT046,2644.477842708334
FDZ40,OUT019,165.91858165137612
FDS46,OUT027,3242.0620715328478
DRD24,OUT045,1827.832845454545
FDV45,OUT017,2939.348476190475
FDL26,OUT045,3053.0998777777772
FDA56,OUT018,1752.2524400000007
FDN27,OUT046,1922.1493817142873
FDM20,OUT049,4340.218358415842
FDO16,OUT017,1435.912134375
FDL03,OUT035,3130.004904950496
FDE58,OUT046,1922.1493817142873
FDI02,OUT027,3242.0620715328478
NCC55,OUT019,92.67548155339806
FDR03,OUT018,3327.9525829268287
FDB14,OUT017,1284.789766871165
FDR45,OUT013,3945.4325672131167
NCN07,OUT017,2243.6695967213113
FDM51,OUT019,219.21852093023247
FDT52,OUT027,6280.890879999997
FDL26,OUT046,3053.0998777777772
NCZ42,OUT046,3945.4325672131167
DRI47,OUT019,346.8972837209304
FDW40,OUT013,2309.2007980000008
FDN34,OUT046,3053.0998777777772
FDS01,OUT035,2778.5893175257734
NCG55,OUT045,1827.832845454545
FDC11,OUT035,1284.789766871165
FDX35,OUT018,3327.9525829268287
NCB06,OUT046,2644.477842708334
FDR09,OUT019,584.7577647727271
FDC53,OUT017,1573.0706258064513
FDY45,OUT013,4433.304032653063
FDA22,OUT010,425.93559145299156
FDE02,OUT035,1573.0706258064513
FDW21,OUT045,1461.8437959999992
FDV34,OUT046,1103.1862133333334
FDS59,OUT049,1879.257011612902
NCW17,OUT017,2243.6695967213113
NCK54,OUT046,1922.1493817142873
FDG17,OUT019,584.7577647727271
FDG35,OUT017,3259.5620849056622
FDD08,OUT010,92.67548155339806
NCO07,OUT017,3643.5197259842516
FDJ10,OUT010,281.48208181818165
FDW36,OUT017,1573.0706258064513
FDW21,OUT010,219.21852093023247
FDY19,OUT017,1922.1493817142873
DRE03,OUT013,798.2176035398227
NCC55,OUT049,677.1027476190475
FDH52,OUT010,165.91858165137612
FDO09,OUT017,4034.30030689655
FDU43,OUT045,4340.218358415842
FDX09,OUT010,425.93559145299156
FDH40,OUT019,219.21852093023247
FDW58,OUT017,1573.0706258064513
FDC47,OUT017,3487.2410776470583
NCR41,OUT035,1461.8437959999992
DRG49,OUT035,3487.2410776470583
FDC52,OUT027,4117.317712631579
FDY13,OUT046,1103.1862133333334
FDY35,OUT013,507.04640366972507
FDI35,OUT017,3384.1080642424213
NCU18,OUT049,2309.2007980000008
FDY33,OUT018,2232.84702184874
FDC15,OUT027,4117.317712631579
FDU01,OUT049,2752.9709346534655
NCU42,OUT046,2649.1102324324324
NCV29,OUT018,3259.5620849056622
NCY30,OUT017,3384.1080642424213
FDQ46,OUT049,1649.2997859999994
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3643.5197259842516
NCD07,OUT045,1827.832845454545
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2649.1102324324324
DRN59,OUT035,798.2176035398227
FDI44,OUT035,1284.789766871165
FDA45,OUT049,2552.005235185187
FDP31,OUT045,1103.1862133333334
FDY01,OUT046,1922.1493817142873
FDT09,OUT018,1752.2524400000007
DRH03,OUT027,2517.882088484849
FDA36,OUT018,2752.9709346534655
NCF31,OUT017,2286.4132673684203
FDG14,OUT049,2286.4132673684203
FDG28,OUT027,6280.890879999997
FDU14,OUT049,4433.304032653063
FDY47,OUT019,281.48208181818165
FDI56,OUT049,1458.4550080536915
DRD01,OUT013,796.6402682539685
FDM22,OUT046,935.0323883040937
FDH33,OUT013,507.04640366972507
DRZ24,OUT013,1922.1493817142873
NCQ38,OUT046,1682.2122382352943
FDO16,OUT027,2517.882088484849
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2893.8398258992806
FDU48,OUT045,1827.832845454545
NCM43,OUT045,2644.477842708334
FDR31,OUT010,346.8972837209304
DRK49,OUT018,507.04640366972507
NCI30,OUT010,584.7577647727271
DRD60,OUT017,3384.1080642424213
NCG19,OUT046,3487.2410776470583
FDH12,OUT035,1573.0706258064513
FDM32,OUT035,1284.789766871165
FDM27,OUT035,3053.0998777777772
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1879.257011612902
FDS10,OUT013,2552.005235185187
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1435.912134375
NCW42,OUT013,4340.218358415842
NCC06,OUT018,1752.2524400000007
FDW02,OUT017,1987.2510486486474
NCD43,OUT017,1682.2122382352943
FDM57,OUT018,1202.656733333334
FDA58,OUT017,3487.2410776470583
FDK56,OUT046,3384.1080642424213
FDP52,OUT045,4340.218358415842
FDW20,OUT018,1752.2524400000007
FDS52,OUT049,1573.0706258064513
NCT29,OUT018,1752.2524400000007
NCL54,OUT013,2552.005235185187
FDC05,OUT045,3130.004904950496
FDF34,OUT035,2752.9709346534655
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.21852093023247
FDZ10,OUT045,1827.832845454545
FDZ40,OUT035,935.0323883040937
FDD51,OUT018,507.04640366972507
NCY30,OUT019,425.93559145299156
FDP58,OUT017,3487.2410776470583
FDV49,OUT017,4433.304032653063
FDY24,OUT019,165.91858165137612
NCO55,OUT017,1879.257011612902
FDR13,OUT017,1922.1493817142873
FDS51,OUT017,935.0323883040937
FDP26,OUT045,1461.8437959999992
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3130.004904950496
FDN31,OUT018,2893.8398258992806
DRM48,OUT017,583.8145788617885
FDN20,OUT049,2453.7477006993013
DRL01,OUT046,3758.3066183486226
FDV56,OUT049,1682.2122382352943
DRH13,OUT027,2517.882088484849
FDA03,OUT017,2453.7477006993013
FDF47,OUT027,5329.314724444445
FDX32,OUT046,3053.0998777777772
FDX57,OUT049,1879.257011612902
NCA30,OUT045,2939.348476190475
FDO49,OUT013,713.8586545454546
FDL04,OUT019,219.21852093023247
DRM48,OUT035,583.8145788617885
FDR16,OUT013,3758.3066183486226
NCC19,OUT018,2893.8398258992806
NCE42,OUT045,3945.4325672131167
FDY24,OUT017,935.0323883040937
FDH19,OUT049,2778.5893175257734
FDJ46,OUT013,2552.005235185187
FDN45,OUT010,584.7577647727271
FDY08,OUT035,2142.7435709401716
FDZ37,OUT035,1435.912134375
NCT30,OUT045,798.2176035398227
DRY23,OUT018,507.04640366972507
NCZ30,OUT018,1752.2524400000007
FDC44,OUT018,1752.2524400000007
FDB45,OUT035,1573.0706258064513
FDY04,OUT013,2644.477842708334
FDM27,OUT046,3053.0998777777772
FDZ43,OUT017,4340.218358415842
FDT39,OUT019,346.8972837209304
NCC06,OUT019,281.48208181818165
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4034.30030689655
FDU08,OUT046,1573.0706258064513
FDK40,OUT017,4433.304032653063
FDQ12,OUT010,584.7577647727271
FDS48,OUT017,3053.0998777777772
FDP09,OUT045,3643.5197259842516
FDW21,OUT049,1461.8437959999992
FDY25,OUT035,3384.1080642424213
DRE13,OUT017,1458.4550080536915
FDV43,OUT019,92.67548155339806
FDD22,OUT045,1649.2997859999994
FDM46,OUT019,219.21852093023247
NCO30,OUT010,482.6995426229509
FDM25,OUT046,2778.5893175257734
NCN41,OUT049,1987.2510486486474
FDU24,OUT045,1435.912134375
FDZ50,OUT046,3384.1080642424213
FDP45,OUT013,4034.30030689655
NCM54,OUT045,1827.832845454545
FDW10,OUT019,425.93559145299156
FDP20,OUT017,1987.2510486486474
FDK32,OUT046,3053.0998777777772
FDN52,OUT049,1202.656733333334
FDM58,OUT045,1879.257011612902
FDZ46,OUT027,3242.0620715328478
NCA18,OUT018,1752.2524400000007
FDD35,OUT046,2243.6695967213113
NCK31,OUT035,713.8586545454546
FDI40,OUT027,2517.882088484849
FDT50,OUT019,219.21852093023247
NCT06,OUT046,3053.0998777777772
FDT31,OUT035,2752.9709346534655
FDT45,OUT049,796.6402682539685
FDT13,OUT045,2939.348476190475
FDO50,OUT045,1284.789766871165
NCU18,OUT010,281.48208181818165
NCR54,OUT049,3130.004904950496
NCO18,OUT018,2778.5893175257734
FDU09,OUT045,935.0323883040937
FDT13,OUT018,2893.8398258992806
FDE09,OUT046,1649.2997859999994
NCK53,OUT019,219.21852093023247
FDG45,OUT049,3487.2410776470583
DRH15,OUT035,677.1027476190475
FDO21,OUT019,584.7577647727271
FDD14,OUT027,5329.314724444445
FDC09,OUT046,1682.2122382352943
FDH45,OUT027,1378.2631852760744
FDV32,OUT046,1103.1862133333334
FDG12,OUT035,2243.6695967213113
FDS32,OUT013,2309.2007980000008
NCL55,OUT018,3327.9525829268287
DRE01,OUT035,3487.2410776470583
DRE15,OUT049,1202.656733333334
NCL42,OUT045,4340.218358415842
FDP31,OUT013,1103.1862133333334
FDN33,OUT018,1202.656733333334
FDZ59,OUT046,2503.501336448598
FDE45,OUT010,425.93559145299156
FDJ07,OUT013,1922.1493817142873
FDQ45,OUT018,2752.9709346534655
FDM33,OUT027,5329.314724444445
FDO15,OUT010,165.91858165137612
FDM46,OUT013,1458.4550080536915
FDR03,OUT045,3945.4325672131167
FDY49,OUT018,2232.84702184874
FDQ60,OUT045,1827.832845454545
FDW10,OUT049,3259.5620849056622
FDO51,OUT049,677.1027476190475
FDJ40,OUT018,1372.688490740741
FDS20,OUT018,3384.1080642424213
FDU45,OUT013,1922.1493817142873
FDV02,OUT035,2644.477842708334
FDN09,OUT046,3945.4325672131167
NCM55,OUT027,5329.314724444445
FDN23,OUT018,2232.84702184874
FDY31,OUT010,346.8972837209304
FDW03,OUT010,219.21852093023247
FDD14,OUT046,3384.1080642424213
FDV23,OUT017,2142.7435709401716
DRI03,OUT045,2552.005235185187
FDN13,OUT035,1573.0706258064513
FDF45,OUT027,1378.2631852760744
FDU46,OUT035,1435.912134375
FDB57,OUT049,3643.5197259842516
FDV12,OUT049,1879.257011612902
FDQ58,OUT013,2649.1102324324324
NCA18,OUT017,1922.1493817142873
FDH52,OUT049,796.6402682539685
FDM24,OUT018,2232.84702184874
NCP43,OUT027,5329.314724444445
NCO18,OUT019,425.93559145299156
FDM32,OUT017,1284.789766871165
NCL07,OUT017,583.8145788617885
FDK03,OUT013,4034.30030689655
FDP59,OUT017,1879.257011612902
FDQ24,OUT049,4433.304032653063
FDQ16,OUT018,1372.688490740741
FDU44,OUT013,2644.477842708334
FDH28,OUT010,92.67548155339806
FDV28,OUT019,92.67548155339806
FDM22,OUT045,935.0323883040937
FDR56,OUT046,3130.004904950496
FDV39,OUT049,2752.9709346534655
FDU37,OUT019,165.91858165137612
FDQ11,OUT010,584.7577647727271
FDX02,OUT045,4340.218358415842
NCS42,OUT018,1202.656733333334
FDY57,OUT027,2517.882088484849
FDB21,OUT049,3487.2410776470583
FDE28,OUT017,3758.3066183486226
FDQ55,OUT017,1922.1493817142873
FDA48,OUT049,3487.2410776470583
FDZ19,OUT045,2778.5893175257734
NCC43,OUT045,4034.30030689655
NCV18,OUT046,1458.4550080536915
NCA42,OUT018,2232.84702184874
FDY45,OUT046,4433.304032653063
NCC30,OUT045,2778.5893175257734
FDM57,OUT013,1458.4550080536915
FDL09,OUT010,425.93559145299156
FDB09,OUT027,3242.0620715328478
FDT44,OUT035,2142.7435709401716
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3384.1080642424213
FDK32,OUT013,3053.0998777777772
DRA12,OUT046,2309.2007980000008
FDO46,OUT010,482.6995426229509
FDE52,OUT013,1435.912134375
NCH42,OUT045,3643.5197259842516
FDV08,OUT035,677.1027476190475
FDB47,OUT018,3327.9525829268287
FDC28,OUT010,281.48208181818165
FDD22,OUT046,1922.1493817142873
FDS07,OUT027,3242.0620715328478
DRI13,OUT045,3945.4325672131167
FDG32,OUT018,3327.9525829268287
FDU14,OUT017,4433.304032653063
FDD28,OUT019,165.91858165137612
NCP41,OUT017,1682.2122382352943
FDS08,OUT049,2778.5893175257734
FDX47,OUT045,2286.4132673684203
FDC53,OUT019,219.21852093023247
FDQ19,OUT035,3945.4325672131167
FDL14,OUT045,2286.4132673684203
FDM33,OUT019,584.7577647727271
FDA51,OUT045,1827.832845454545
FDZ27,OUT018,713.8586545454546
FDT04,OUT046,677.1027476190475
DRC13,OUT049,2243.6695967213113
FDR16,OUT027,5329.314724444445
FDQ03,OUT027,6280.890879999997
FDE38,OUT035,2286.4132673684203
DRH23,OUT027,1378.2631852760744
FDT11,OUT019,482.6995426229509
FDD09,OUT035,2552.005235185187
FDR40,OUT045,1435.912134375
FDX07,OUT017,3384.1080642424213
FDR07,OUT035,1573.0706258064513
FDA51,OUT017,1922.1493817142873
FDT59,OUT019,584.7577647727271
FDF20,OUT017,3130.004904950496
FDR13,OUT045,1827.832845454545
FDY26,OUT049,3945.4325672131167
FDW04,OUT017,1987.2510486486474
FDK52,OUT017,3487.2410776470583
FDN60,OUT049,2644.477842708334
FDM09,OUT019,425.93559145299156
FDP46,OUT049,1202.656733333334
FDB50,OUT019,165.91858165137612
NCQ29,OUT049,4034.30030689655
FDP16,OUT027,6280.890879999997
FDX33,OUT018,2232.84702184874
FDP07,OUT010,482.6995426229509
FDN22,OUT046,4034.30030689655
FDF39,OUT049,4034.30030689655
FDS21,OUT017,935.0323883040937
NCM42,OUT013,1682.2122382352943
FDK50,OUT019,425.93559145299156
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2232.84702184874
FDP60,OUT018,1372.688490740741
DRJ49,OUT027,3242.0620715328478
NCT42,OUT019,346.8972837209304
FDE38,OUT049,2286.4132673684203
FDI04,OUT049,3130.004904950496
NCH54,OUT045,2644.477842708334
FDT56,OUT049,796.6402682539685
DRD15,OUT018,3327.9525829268287
FDV58,OUT013,2893.8398258992806
FDP21,OUT049,3391.591252727272
FDH05,OUT013,3758.3066183486226
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2453.7477006993013
FDF33,OUT049,1649.2997859999994
DRK37,OUT013,2893.8398258992806
DRH49,OUT045,1284.789766871165
FDT58,OUT013,2286.4132673684203
FDD41,OUT018,1372.688490740741
FDP40,OUT018,1372.688490740741
FDM51,OUT027,2517.882088484849
FDO45,OUT010,219.21852093023247
FDW33,OUT010,219.21852093023247
FDY24,OUT045,935.0323883040937
FDB10,OUT010,584.7577647727271
FDM40,OUT035,2309.2007980000008
NCI06,OUT017,3384.1080642424213
FDW12,OUT019,346.8972837209304
FDX48,OUT027,4117.317712631579
NCW05,OUT027,2517.882088484849
FDX27,OUT017,1461.8437959999992
DRM37,OUT045,3130.004904950496
FDA38,OUT045,3643.5197259842516
FDR36,OUT046,677.1027476190475
FDZ45,OUT046,3130.004904950496
FDG05,OUT017,2286.4132673684203
FDK28,OUT013,4433.304032653063
FDV47,OUT045,1284.789766871165
FDN21,OUT045,2453.7477006993013
FDP20,OUT027,3242.0620715328478
FDI35,OUT045,3384.1080642424213
DRY23,OUT013,507.04640366972507
FDA56,OUT017,2243.6695967213113
FDB09,OUT013,1987.2510486486474
NCO26,OUT027,3242.0620715328478
FDQ49,OUT018,2232.84702184874
FDI52,OUT027,3242.0620715328478
FDZ44,OUT027,3242.0620715328478
FDZ09,OUT018,2232.84702184874
FDY03,OUT049,1922.1493817142873
NCG42,OUT017,1987.2510486486474
DRI13,OUT027,5329.314724444445
FDQ32,OUT013,1987.2510486486474
FDW16,OUT035,1458.4550080536915
FDU27,OUT046,798.2176035398227
FDR28,OUT010,425.93559145299156
FDQ49,OUT010,346.8972837209304
FDS37,OUT046,1922.1493817142873
FDW26,OUT018,3327.9525829268287
FDX12,OUT018,3327.9525829268287
NCP06,OUT013,2453.7477006993013
FDW45,OUT010,346.8972837209304
NCN30,OUT049,1682.2122382352943
FDN24,OUT049,796.6402682539685
NCL41,OUT027,1378.2631852760744
FDR02,OUT019,281.48208181818165
FDD09,OUT010,425.93559145299156
FDS33,OUT010,219.21852093023247
FDU22,OUT045,1827.832845454545
FDI53,OUT013,2503.501336448598
DRH01,OUT049,2778.5893175257734
FDX32,OUT013,2309.2007980000008
NCP30,OUT018,507.04640366972507
FDB60,OUT045,3391.591252727272
FDB14,OUT049,1202.656733333334
NCP02,OUT035,935.0323883040937
FDJ10,OUT017,2309.2007980000008
FDG34,OUT046,1682.2122382352943
NCB18,OUT017,1458.4550080536915
FDM16,OUT049,1103.1862133333334
FDW25,OUT018,1202.656733333334
FDB35,OUT010,219.21852093023247
DRN11,OUT013,2309.2007980000008
FDF41,OUT019,584.7577647727271
FDH16,OUT045,1435.912134375
NCQ50,OUT018,3327.9525829268287
DRH23,OUT018,796.6402682539685
DRJ37,OUT013,2286.4132673684203
DRJ24,OUT027,5329.314724444445
FDY16,OUT035,3384.1080642424213
FDQ27,OUT045,1879.257011612902
FDZ33,OUT045,2503.501336448598
FDF29,OUT045,1827.832845454545
FDA08,OUT049,2286.4132673684203
FDG31,OUT046,1103.1862133333334
FDE34,OUT019,482.6995426229509
NCR30,OUT027,1378.2631852760744
FDV33,OUT035,4034.30030689655
DRZ24,OUT018,1752.2524400000007
NCL54,OUT035,2552.005235185187
FDR12,OUT049,2778.5893175257734
NCC54,OUT046,3487.2410776470583
DRN59,OUT013,798.2176035398227
FDX50,OUT019,281.48208181818165
FDV31,OUT027,5329.314724444445
NCA29,OUT027,4117.317712631579
FDW60,OUT049,3259.5620849056622
FDX08,OUT017,3384.1080642424213
DRD49,OUT013,3487.2410776470583
FDD33,OUT046,3487.2410776470583
FDW35,OUT013,507.04640366972507
FDJ36,OUT017,1879.257011612902
FDV51,OUT035,2644.477842708334
FDW36,OUT046,1649.2997859999994
FDH35,OUT046,2453.7477006993013
NCS30,OUT027,3242.0620715328478
FDN49,OUT017,677.1027476190475
FDL08,OUT018,3327.9525829268287
FDI09,OUT013,3758.3066183486226
FDP19,OUT018,1752.2524400000007
FDU21,OUT010,92.67548155339806
NCP41,OUT045,1682.2122382352943
FDY10,OUT013,1922.1493817142873
FDP12,OUT018,507.04640366972507
NCN26,OUT049,1922.1493817142873
FDK44,OUT013,3259.5620849056622
FDC28,OUT049,1461.8437959999992
FDJ41,OUT027,6280.890879999997
NCT29,OUT035,1987.2510486486474
NCH42,OUT019,584.7577647727271
FDU60,OUT018,2232.84702184874
FDS02,OUT045,3391.591252727272
FDC51,OUT046,2243.6695967213113
FDU03,OUT013,3384.1080642424213
FDX39,OUT045,4340.218358415842
NCY05,OUT010,92.67548155339806
NCL06,OUT027,6280.890879999997
FDD32,OUT035,1284.789766871165
NCN41,OUT045,1827.832845454545
NCX53,OUT049,2309.2007980000008
FDU57,OUT019,346.8972837209304
FDQ23,OUT046,1573.0706258064513
FDQ52,OUT045,4433.304032653063
FDC14,OUT045,677.1027476190475
FDY09,OUT035,2778.5893175257734
FDQ28,OUT045,2644.477842708334
FDV25,OUT046,4340.218358415842
FDJ07,OUT035,1922.1493817142873
DRB25,OUT049,1573.0706258064513
FDK52,OUT019,584.7577647727271
FDY52,OUT027,1378.2631852760744
FDB28,OUT046,3391.591252727272
FDT36,OUT035,583.8145788617885
FDV25,OUT017,4340.218358415842
NCN07,OUT027,3242.0620715328478
FDC57,OUT017,2939.348476190475
FDQ03,OUT018,3327.9525829268287
FDU23,OUT017,3053.0998777777772
NCX41,OUT035,3945.4325672131167
NCD06,OUT035,798.2176035398227
FDW08,OUT045,1461.8437959999992
NCU29,OUT017,2649.1102324324324
NCE06,OUT013,2503.501336448598
FDV52,OUT010,281.48208181818165
FDB02,OUT017,3259.5620849056622
NCR18,OUT045,677.1027476190475
FDK16,OUT049,1573.0706258064513
NCQ29,OUT010,584.7577647727271
FDZ01,OUT019,219.21852093023247
FDW27,OUT035,2503.501336448598
FDD17,OUT018,3327.9525829268287
FDW39,OUT013,2552.005235185187
DRH59,OUT045,1103.1862133333334
FDS52,OUT013,1573.0706258064513
FDU40,OUT027,5329.314724444445
NCF54,OUT013,2778.5893175257734
FDH46,OUT045,1682.2122382352943
NCP14,OUT049,1879.257011612902
FDH50,OUT049,3384.1080642424213
DRF15,OUT010,346.8972837209304
FDV27,OUT027,2517.882088484849
NCJ06,OUT049,2243.6695967213113
FDN02,OUT018,3327.9525829268287
FDQ51,OUT049,798.2176035398227
FDQ07,OUT017,3758.3066183486226
FDS45,OUT049,1682.2122382352943
NCJ06,OUT045,1827.832845454545
FDD36,OUT035,1922.1493817142873
FDY25,OUT045,3384.1080642424213
FDU52,OUT046,2286.4132673684203
DRK47,OUT017,3487.2410776470583
NCL30,OUT017,1987.2510486486474
FDN22,OUT035,4034.30030689655
NCF30,OUT027,3242.0620715328478
FDK03,OUT035,4034.30030689655
FDT45,OUT017,935.0323883040937
NCC54,OUT027,6280.890879999997
FDP08,OUT018,2893.8398258992806
FDU44,OUT046,2644.477842708334
